,sl_no,video_id,user_id,comment,likes,last_update_time,sentiment,sentiment_label,stemmed_text,stemmed_clean_text
63,64,IBe2o-cZncU,UClM1fx2adfeb34PszRRwxMg,2040 sounds about right! Just in time where everything will be photonic.,0,2019-12-26T12:40:33.000Z,0.3571428571428571,positive,2040 sound about right just in time where everyth will be photon ,"['2040', 'sound', 'right', 'time', 'everyth', 'photon']"
64,65,IBe2o-cZncU,UCnbIEVaX0NhbGuN-zAYumpw,"When you talked about the important historical figures of AI, I think that Alan Turing should have topped the list by far. Without him, algorithmic computation and modern programming, on which AI is being built, would legitimately be pushed back by decades.",22,2019-12-09T16:50:10.000Z,0.14,neutral,when you talk about the import histor figur of AI I think that alan ture should have top the list by far without him algorithm comput and modern program on which AI is be built would legitim be push back by decad ,"['talk', 'import', 'histor', 'figur', 'AI', 'I', 'think', 'alan', 'ture', 'top', 'list', 'far', 'without', 'algorithm', 'comput', 'modern', 'program', 'AI', 'built', 'would', 'legitim', 'push', 'back', 'decad']"
65,66,IBe2o-cZncU,UC9WiMKfPwmfwsIeYmYK00fw,"Thanks for this! Also, my AI ears detect ""Low Sun"" from Chicane's ""Behind the Sun"" at 9:06. Cheers!",0,2019-12-09T18:19:37.000Z,-0.08333333333333333,neutral,thank for thi also my AI ear detect low sun from chican behind the sun at cheer ,"['thank', 'AI', 'ear', 'detect', 'low', 'sun', 'chican', 'behind', 'sun', 'cheer']"
66,67,IBe2o-cZncU,UCGeiRsPyqWVff3-ji3RR0wg,"Does God exist? A.I : Yes, He does now!!",1,2019-12-10T05:39:04.000Z,0.0,neutral,doe god exist ye He doe now ,"['doe', 'god', 'exist', 'ye', 'He', 'doe']"
67,68,IBe2o-cZncU,UC9Bc8apJfcCvQl-lymQVcCg,"Interesting.. ""Intelligent Automation"" becomes ""Artificial Intelligence"".",0,2019-12-10T21:49:15.000Z,0.23333333333333334,neutral,interest intellig autom becom artifici intellig ,"['interest', 'intellig', 'autom', 'becom', 'artifici', 'intellig']"
68,69,IBe2o-cZncU,UCRs10K9rd7IbtryqQnZVeaw,"Altraide Dagogo! You are a gift to this world! Thank you for all these wonderful videos that give us ordinary, curious people access to the cutting edge developments that are changing our world. I am so grateful for you.",0,2020-01-28T15:08:05.000Z,0.012500000000000013,neutral,altraid dagogo you are a gift to thi world thank you for all these wonder video that give us ordinari curiou peopl access to the cut edg develop that are chang our world I am so grate for you ,"['altraid', 'dagogo', 'gift', 'world', 'thank', 'wonder', 'video', 'give', 'us', 'ordinari', 'curiou', 'peopl', 'access', 'cut', 'edg', 'develop', 'chang', 'world', 'I', 'grate']"
69,70,IBe2o-cZncU,UCHNDled75xSB7oQpy7-uOag,"""The earliest substantial work in the field of artificial intelligence was done in the mid-20th century by the British logician and computer pioneer Alan Mathison Turing."" https://ww.britannica.com/technology/artificial-intelligence/Alan-Turing-and-the-beginning-of-AI",0,2019-12-09T18:51:59.000Z,-0.3,neutral,the earliest substanti work in the field of artifici intellig wa done in the centuri by the british logician and comput pioneer alan mathison ture http ,"['earliest', 'substanti', 'work', 'field', 'artifici', 'intellig', 'wa', 'done', 'centuri', 'british', 'logician', 'comput', 'pioneer', 'alan', 'mathison', 'ture', 'http']"
70,71,IBe2o-cZncU,UCZCQiZ08gbilYoIRuGPBa2w,"Yeah, i also trained an AI that learned to break the physics engine in order to achieve its goal.. These things as true masters of finding exploits!",0,2019-12-09T20:46:05.000Z,0.4375,positive,yeah i also train an AI that learn to break the physic engin in order to achiev it goal these thing as true master of find exploit ,"['yeah', 'train', 'AI', 'learn', 'break', 'physic', 'engin', 'order', 'achiev', 'goal', 'thing', 'true', 'master', 'find', 'exploit']"
71,72,IBe2o-cZncU,UCemKVhbfPDojYIh2aerZI2w,So glad I was born in the 90' and can actually witness the AI revolution as it progresses..,0,2019-12-09T20:07:32.000Z,0.25,neutral,So glad I wa born in the 90 and can actual wit the AI revolut as it progress ,"['So', 'glad', 'I', 'wa', 'born', '90', 'actual', 'wit', 'AI', 'revolut', 'progress']"
72,73,IBe2o-cZncU,UCaBhukacBjul3x_SPQrG_dw,A.I. started working when I remembered to eat instead of drinking coffee each morning,0,2019-12-09T18:19:42.000Z,0.0,neutral,start work when I rememb to eat instead of drink coffe each morn ,"['start', 'work', 'I', 'rememb', 'eat', 'instead', 'drink', 'coffe', 'morn']"
73,74,IBe2o-cZncU,UCuCJdFMHnGOFIQle9lr4PUA,"Hey, great videos! Big Fan! Another turing award winner ""Yoshua Bengio"" MUST have been mentioned here. He has been contributing to the field even before Yann Le Cun.",0,2019-12-13T23:20:32.000Z,0.5,positive,hey great video big fan anoth ture award winner yoshua bengio must have been mention here He ha been contribut to the field even befor yann Le cun ,"['hey', 'great', 'video', 'big', 'fan', 'anoth', 'ture', 'award', 'winner', 'yoshua', 'bengio', 'must', 'mention', 'He', 'contribut', 'field', 'even', 'befor', 'yann', 'Le', 'cun']"
74,75,IBe2o-cZncU,UCXDjiyXaOqR3bgtNcvk7s0w,I need that AI software that can bring my paintings to life!,0,2019-12-09T16:44:20.000Z,0.0,neutral,I need that AI softwar that can bring my paint to life ,"['I', 'need', 'AI', 'softwar', 'bring', 'paint', 'life']"
75,76,IBe2o-cZncU,UCv_27sUNKKK2S0aJahDRT8g,all fun and games until it realizes we kill eachother just because we have different ideas,2,2019-12-09T20:21:50.000Z,0.15,neutral,all fun and game until it realiz we kill eachoth just becaus we have differ idea ,"['fun', 'game', 'realiz', 'kill', 'eachoth', 'becaus', 'differ', 'idea']"
76,77,IBe2o-cZncU,UCNdkt5cayRJnbwjljYv6DjQ,"Thank you so much for this amazing video! Great production and research on the topic put into a relatively small video, good job",0,2019-12-27T04:04:00.000Z,0.4400000000000001,positive,thank you so much for thi amaz video great product and research on the topic put into a rel small video good job ,"['thank', 'much', 'amaz', 'video', 'great', 'product', 'research', 'topic', 'put', 'rel', 'small', 'video', 'good', 'job']"
77,78,IBe2o-cZncU,UCC7-2-VDRHTWojUtF3IXSeg,Thank you Dagogo! The future is beyond imagination!,0,2019-12-09T17:08:29.000Z,0.0,neutral,thank you dagogo the futur is beyond imagin ,"['thank', 'dagogo', 'futur', 'beyond', 'imagin']"
78,79,IBe2o-cZncU,UC6g_VyV-pjzLhI3xu_uVu-g,"12:53 ""virtually infinite"" meaning ""near infinite"". FYI, you cannot be near infinite.",0,2019-12-09T16:46:41.000Z,0.1,neutral,virtual infinit mean near infinit fyi you can not be near infinit ,"['virtual', 'infinit', 'mean', 'near', 'infinit', 'fyi', 'near', 'infinit']"
79,80,IBe2o-cZncU,UCFms2bxSqVCrbCxbnM_kg8A,from Britain in the,0,2019-12-12T00:00:06.000Z,0.375,positive,from britain in the ,['britain']
80,81,IBe2o-cZncU,UCyLfvMHBhnOOMYwnjHoo0bg,"First like, never been this early",1,2019-12-09T12:52:16.000Z,0.175,neutral,first like never been thi earli ,"['first', 'like', 'never', 'earli']"
81,82,IBe2o-cZncU,UCbwTChTKZ5LZ85_Fl15XMvg,The one who invented Algebra and Algorithm,0,2019-12-10T18:31:12.000Z,0.0,neutral,the one who invent algebra and algorithm ,"['invent', 'algebra', 'algorithm']"
82,83,IBe2o-cZncU,UCqMiEZYCGzlSkSF8VqzE9aQ,Did this just try to tell me that I somehow can't recognize 5% of the things I look at? We are talking sober right,0,2019-12-10T07:54:15.000Z,0.19285714285714284,neutral,did thi just tri to tell me that I somehow ca recogn 5 of the thing I look at We are talk sober right ,"['tell', 'I', 'somehow', 'recogn', '5', 'thing', 'I', 'look', 'We', 'talk', 'sober', 'right']"
83,84,IBe2o-cZncU,UCZeoHcTYc2tcgMyasVVNOEQ,That was a great video really enjoyed it. Leaves me with many questions about AI. Is there a limit to intelligence?,0,2019-12-09T20:10:17.000Z,0.6,positive,that wa a great video realli enjoy it leav me with mani question about AI Is there a limit to intellig ,"['wa', 'great', 'video', 'realli', 'enjoy', 'leav', 'mani', 'question', 'AI', 'Is', 'limit', 'intellig']"
84,85,IBe2o-cZncU,UCUD5loky-nNi2WNexbDROtA,"Thanks Dagogo, keenly listening from Rwanda. We love you!",0,2019-12-09T20:32:22.000Z,0.4125,positive,thank dagogo keenli listen from rwanda We love you ,"['thank', 'dagogo', 'keenli', 'listen', 'rwanda', 'We', 'love']"
85,86,IBe2o-cZncU,UClpRxkfRwaSqY96UD3krc3g,I have hope for a symbolic relationship.. We could technically end aging and enhance our capabilities.,0,2020-01-08T20:44:58.000Z,0.0,neutral,I have hope for a symbol relationship We could technic end age and enhanc our capabl ,"['I', 'hope', 'symbol', 'relationship', 'We', 'could', 'technic', 'age', 'enhanc', 'capabl']"
86,87,IBe2o-cZncU,UCO5NOXBwm2fEdbTGoDZFTjw,This video was fantastic - thank you for such passion and quality content!,0,2019-12-10T15:36:47.000Z,0.2,neutral,thi video wa fantast thank you for such passion and qualiti content ,"['video', 'wa', 'fantast', 'thank', 'passion', 'qualiti', 'content']"
87,88,IBe2o-cZncU,UC08bcWeCKP4nT7o2a3xLuhw,We'll make great pets.,1,2019-12-09T13:38:59.000Z,0.8,positive,We make great pet ,"['We', 'make', 'great']"
88,89,IBe2o-cZncU,UCYnTyCTAhCnwUDeoS_Su0YA,This is an AWESOME video!! Superb editing!! very professional. Thank you!,2,2019-12-09T13:17:16.000Z,0.7208333333333333,positive,thi is an awesom video superb edit veri profession thank you ,"['awesom', 'video', 'superb', 'edit', 'veri', 'profession', 'thank']"
89,90,IBe2o-cZncU,UCd0J2muXtsI3Ane_wP0WOMQ,Coldfusion: epitome of quality content,0,2019-12-10T16:43:37.000Z,0.0,neutral,coldfus epitom of qualiti content ,"['coldfus', 'epitom', 'qualiti', 'content']"
90,91,IBe2o-cZncU,UCCNYOcAzZu7Ec7YeYonpL5Q,Artificial intelligence is amazing,1,2019-12-09T20:37:09.000Z,5.551115123125783e-17,neutral,artifici intellig is amaz ,"['artifici', 'intellig', 'amaz']"
91,92,IBe2o-cZncU,UCgAhuNnVSNQ63GYq1z9ZSSg,Excited yet scared of what's gonna happen in the future!,0,2019-12-09T13:27:00.000Z,0.1875,neutral,excit yet scare of what gon na happen in the futur ,"['excit', 'yet', 'scare', 'gon', 'happen', 'futur']"
92,93,IBe2o-cZncU,UCV54Sf8oOgBQPO-kkx2T1og,"please include soundtrack, the first track is amazing! Great video btw!",0,2020-03-12T13:37:38.000Z,0.6666666666666666,positive,pleas includ soundtrack the first track is amaz great video btw ,"['pleas', 'includ', 'soundtrack', 'first', 'track', 'amaz', 'great', 'video', 'btw']"
93,94,IBe2o-cZncU,UC7yt0N1eUMvicj5gyh7h-Cg,"Just recently discovered this channel. That's what I would call real ""quality content"".",0,2020-01-03T13:04:28.000Z,0.1,neutral,just recent discov thi channel that what I would call real qualiti content ,"['recent', 'discov', 'channel', 'I', 'would', 'call', 'real', 'qualiti', 'content']"
94,95,IBe2o-cZncU,UCKdqkd1KQoqi0RoYfv-ohGA,year spent in artificial intelligence is enough to make one believe in Perlis,42,2019-12-09T14:33:09.000Z,-0.2333333333333333,neutral,year spent in artifici intellig is enough to make one believ in perli ,"['year', 'spent', 'artifici', 'intellig', 'enough', 'make', 'believ', 'perli']"
95,96,IBe2o-cZncU,UC9Bc8apJfcCvQl-lymQVcCg,I wonder how far away we are from the very first documented case of AI road rage.. Now THAT's something I would want to see captured on dashcam..,0,2019-12-10T21:58:58.000Z,0.2125,neutral,I wonder how far away we are from the veri first document case of AI road rage now that someth I would want to see captur on dashcam ,"['I', 'wonder', 'far', 'away', 'veri', 'first', 'document', 'case', 'AI', 'road', 'rage', 'someth', 'I', 'would', 'see', 'captur', 'dashcam']"
96,97,IBe2o-cZncU,UCMqNbcCJlnvK1gWeadVtB_w,Give please link with interview in old footage that included in begining this video.,0,2020-02-20T18:12:57.000Z,0.1,neutral,give pleas link with interview in old footag that includ in begin thi video ,"['give', 'pleas', 'link', 'interview', 'old', 'footag', 'includ', 'begin', 'video']"
97,98,IBe2o-cZncU,UCY4zigZisSjhNCbPQjQoycA,"I'm a simple man. I see notification Coldfusion released a new video, I click on it and hit the like button.",2,2019-12-09T12:55:29.000Z,0.06818181818181818,neutral,I a simpl man I see notif coldfus releas a new video I click on it and hit the like button ,"['I', 'simpl', 'I', 'see', 'notif', 'coldfus', 'releas', 'new', 'video', 'I', 'click', 'hit', 'like', 'button']"
98,99,IBe2o-cZncU,UCEQOZMGnP7zMLHo0VgEIB3w,This is how you make an informative video of something. I'm glad Youtube algo recommended this to me. I am now a fan!,0,2019-12-10T11:58:45.000Z,0.625,positive,thi is how you make an inform video of someth I glad youtub algo recommend thi to me I am now a fan ,"['make', 'inform', 'video', 'someth', 'I', 'glad', 'youtub', 'recommend', 'I', 'fan']"
99,100,IBe2o-cZncU,UCB4mnnh58Uf_Qp--RuCV9xQ,You're the 1st channel that makes me feel like 2.1M subscribers are not enough. Dude..you're a beast.,0,2019-12-10T19:16:43.000Z,0.0,neutral,you the 1st channel that make me feel like subscrib are not enough dude you a beast ,"['1st', 'channel', 'make', 'feel', 'like', 'subscrib', 'enough', 'dude', 'beast']"
100,101,pl-tBjAM9g4,UCZmzHNs27b0LTzp7ZgqZR4Q,everyone here because of the CORONA VIRUS,24,2020-04-12T07:20:46.000Z,0.0,neutral,everyon here becaus of the corona viru ,"['everyon', 'becaus', 'corona', 'viru']"
101,102,pl-tBjAM9g4,UCb8wwiax3XPUJUrz6ljXgfQ,"New to Google Classroom, this has been a tremendous help.",9,2020-04-06T20:30:12.000Z,0.23484848484848486,neutral,new to googl classroom thi ha been a tremend help ,"['new', 'googl', 'classroom', 'tremend', 'help']"
102,103,pl-tBjAM9g4,UCyPFnA7PyAihyvozbyJE66g,How can I use Google Classroom calendar with students to post ad and others notification for students,1,2020-04-14T22:10:00.000Z,0.0,neutral,how can I use googl classroom calendar with student to post ad and other notif for student ,"['I', 'use', 'googl', 'classroom', 'calendar', 'student', 'post', 'notif', 'student']"
103,104,pl-tBjAM9g4,UCkw7YJQI9PzzXPnDJ-izw2w,"When do I actually speak to the Students, is there any speaking at all",0,2020-04-17T10:11:42.000Z,0.0,neutral,when do I actual speak to the student is there ani speak at all ,"['I', 'actual', 'speak', 'student', 'ani', 'speak']"
104,105,pl-tBjAM9g4,UC8ypeMAG3GJCoKwoxXQBe4g,This was great. Thank you for such a simple straightforward tutorial!,3,2020-04-06T06:20:21.000Z,0.3171875,positive,thi wa great thank you for such a simpl straightforward tutori ,"['wa', 'great', 'thank', 'simpl', 'straightforward', 'tutori']"
105,106,pl-tBjAM9g4,UCU8aO2cDRdXoFvXjc8GHMbA,"I can't thank you enough! Simple, easy to follow.",1,2020-04-14T19:49:22.000Z,0.14444444444444446,neutral,I ca thank you enough simpl easi to follow ,"['I', 'thank', 'enough', 'simpl', 'easi', 'follow']"
106,107,pl-tBjAM9g4,UCqQy5K4ma3UqGR8iE0-Oyjg,It was very helpful to switch back and forth from the Teacher view to the Student view. Thank you,2,2020-04-15T00:20:39.000Z,0.1,neutral,It wa veri help to switch back and forth from the teacher view to the student view thank you ,"['It', 'wa', 'veri', 'help', 'switch', 'back', 'forth', 'teacher', 'view', 'student', 'view', 'thank']"
107,108,pl-tBjAM9g4,UCWz4e3PsNk5GO4nYL_NrHwA,"I would like to add guardians (email) to my students, but i do not see that option. Am i missing something, or could i be using an old version?",1,2020-04-08T13:34:17.000Z,-0.05,neutral,I would like to add guardian email to my student but i do not see that option Am i miss someth or could i be use an old version ,"['I', 'would', 'like', 'add', 'guardian', 'email', 'student', 'see', 'option', 'Am', 'miss', 'someth', 'could', 'use', 'old', 'version']"
108,109,pl-tBjAM9g4,UCtTYx3IluCsIVBwKNp1c8ag,"You kinda look like Fred Schneider from the B 52's! Loved the video, greetings from a struggling teacher from Uruguay.",2,2020-04-06T16:34:25.000Z,0.7,positive,you kinda look like fred schneider from the B 52 love the video greet from a struggl teacher from uruguay ,"['kinda', 'look', 'like', 'fred', 'schneider', 'B', '52', 'love', 'video', 'greet', 'struggl', 'teacher', 'uruguay']"
109,110,pl-tBjAM9g4,UCMQ4d5Jo2q6If3dCm_cKmzA,This has been a great help for students and teachers. Thanks so much!,0,2020-04-08T14:55:34.000Z,0.4166666666666667,positive,thi ha been a great help for student and teacher thank so much ,"['great', 'help', 'student', 'teacher', 'thank', 'much']"
110,111,pl-tBjAM9g4,UC1gym_VccPsfx0TNX8hFEeQ,"Wow - great video! What a great speaker and teacher - interesting, enthusiastic, and very clear. I appreciate you showing EACH step. Too often tutorials assume much more knowledge than a beginner might have. That gets very frustrating. This is an excellent introduction to Google Classrooms!",1,2020-04-11T18:30:24.000Z,0.4566666666666667,positive,wow great video what a great speaker and teacher interest enthusiast and veri clear I appreci you show each step too often tutori assum much more knowledg than a beginn might have that get veri frustrat thi is an excel introduct to googl classroom ,"['wow', 'great', 'video', 'great', 'speaker', 'teacher', 'interest', 'enthusiast', 'veri', 'clear', 'I', 'appreci', 'show', 'step', 'often', 'tutori', 'assum', 'much', 'knowledg', 'beginn', 'might', 'get', 'veri', 'frustrat', 'excel', 'introduct', 'googl', 'classroom']"
